Event;Taxa;GROUP;URL ref;Biom C/ind [µg/#];µ C per/ind [mg/#/h];µ C per C biom [mg/mg/h];Reference;URL source;g_C_d;g_C_ind
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;250;0.000729;0.00292;Ikeda, 1991;doi:10.1594/PANGAEA.834449;1.75E-05;0.00025
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;368;0.000916;0.00249;Ikeda, 1991;doi:10.1594/PANGAEA.834449;2.20E-05;0.000368
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;536;0.00114;0.00212;Ikeda, 1991;doi:10.1594/PANGAEA.834449;2.74E-05;0.000536
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;778;0.0014;0.0018;Ikeda, 1991;doi:10.1594/PANGAEA.834449;3.36E-05;0.000778
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;6.04;5.96E-05;0.00987;Ikeda, 1991;doi:10.1594/PANGAEA.834449;1.43E-06;6.04E-06
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;12.9;9.66E-05;0.00751;Ikeda, 1991;doi:10.1594/PANGAEA.834449;2.32E-06;1.29E-05
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;24.3;0.000145;0.00599;Ikeda, 1991;doi:10.1594/PANGAEA.834449;3.48E-06;2.43E-05
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;42.2;0.000206;0.00487;Ikeda, 1991;doi:10.1594/PANGAEA.834449;4.94E-06;4.22E-05
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;69.4;0.000281;0.00405;Ikeda, 1991;doi:10.1594/PANGAEA.834449;6.74E-06;6.94E-05
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;109;0.000372;0.0034;Ikeda, 1991;doi:10.1594/PANGAEA.834449;8.93E-06;0.000109
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;167;0.000482;0.00288;Ikeda, 1991;doi:10.1594/PANGAEA.834449;1.16E-05;0.000167
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;250;0.000612;0.00245;Ikeda, 1991;doi:10.1594/PANGAEA.834449;1.47E-05;0.00025
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;368;0.000767;0.00208;Ikeda, 1991;doi:10.1594/PANGAEA.834449;1.84E-05;0.000368
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;536;0.000952;0.00178;Ikeda, 1991;doi:10.1594/PANGAEA.834449;2.28E-05;0.000536
T_japonica_GROWTHEXP;Themisto japonica;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=744579;778;0.00117;0.0015;Ikeda, 1991;doi:10.1594/PANGAEA.834449;2.81E-05;0.000778
T_longicornis_GROWTHEXP;Temora longicornis;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=104878;0.13;1.47E-06;0.0113;Harris & Paffenhöfer, 1976;doi:10.1594/PANGAEA.834425;3.53E-08;1.30E-07
T_longicornis_GROWTHEXP;Temora longicornis;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=104878;1.8;3.30E-05;0.0183;Harris & Paffenhöfer, 1976;doi:10.1594/PANGAEA.834425;7.92E-07;1.80E-06
T_longicornis_GROWTHEXP;Temora longicornis;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=104878;8;0.000134;0.0167;Harris & Paffenhöfer, 1976;doi:10.1594/PANGAEA.834425;3.22E-06;8.00E-06
Tunicata_GROWTHEXP;Dolioletta gegenbauri;Doliolid (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=137241;4;8.96E-06;0.00224;Deibel, 1982;doi:10.1594/PANGAEA.834310;2.15E-07;4.00E-06
Tunicata_GROWTHEXP;Dolioletta gegenbauri;Doliolid (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=137241;4;7.97E-06;0.00199;Deibel, 1982;doi:10.1594/PANGAEA.834310;1.91E-07;4.00E-06
Tunicata_GROWTHEXP;Dolioletta gegenbauri;Doliolid (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=137241;6;3.59E-05;0.00598;Deibel, 1982;doi:10.1594/PANGAEA.834310;8.62E-07;6.00E-06
Tunicata_GROWTHEXP;Dolioletta gegenbauri;Doliolid (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=137241;6;3.14E-05;0.00523;Deibel, 1982;doi:10.1594/PANGAEA.834310;7.54E-07;6.00E-06
Tunicata_GROWTHEXP;Dolioletta gegenbauri;Doliolid (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=137241;8;3.59E-05;0.00448;Deibel, 1982;doi:10.1594/PANGAEA.834310;8.62E-07;8.00E-06
Tunicata_GROWTHEXP;Dolioletta gegenbauri;Doliolid (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=137241;10;5.48E-05;0.00548;Deibel, 1982;doi:10.1594/PANGAEA.834310;1.32E-06;1.00E-05
Tunicata_GROWTHEXP;Dolioletta gegenbauri;Doliolid (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=137241;12;6.28E-05;0.00523;Deibel, 1982;doi:10.1594/PANGAEA.834310;1.51E-06;1.20E-05
Tunicata_GROWTHEXP;Dolioletta gegenbauri;Doliolid (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=137241;14;8.72E-05;0.00623;Deibel, 1982;doi:10.1594/PANGAEA.834310;2.09E-06;1.40E-05
Tunicata_GROWTHEXP;Dolioletta gegenbauri;Doliolid (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=137241;20;3.98E-05;0.00199;Deibel, 1982;doi:10.1594/PANGAEA.834310;9.55E-07;2.00E-05
Tunicata_GROWTHEXP;Dolioletta gegenbauri;Doliolid (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=137241;22;6.03E-05;0.00274;Deibel, 1982;doi:10.1594/PANGAEA.834310;1.45E-06;2.20E-05
Tunicata_GROWTHEXP;Thalia democratica;Salp;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137279;4;2.99E-06;0.000747;Deibel, 1982;doi:10.1594/PANGAEA.834310;7.18E-08;4.00E-06
Tunicata_GROWTHEXP;Thalia democratica;Salp;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137279;4;5.98E-06;0.00149;Deibel, 1982;doi:10.1594/PANGAEA.834310;1.44E-07;4.00E-06
Tunicata_GROWTHEXP;Thalia democratica;Salp;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137279;4;1.79E-05;0.00448;Deibel, 1982;doi:10.1594/PANGAEA.834310;4.30E-07;4.00E-06
Tunicata_GROWTHEXP;Thalia democratica;Salp;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137279;6;2.69E-05;0.00448;Deibel, 1982;doi:10.1594/PANGAEA.834310;6.46E-07;6.00E-06
Tunicata_GROWTHEXP;Thalia democratica;Salp;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137279;6;1.79E-05;0.00299;Deibel, 1982;doi:10.1594/PANGAEA.834310;4.30E-07;6.00E-06
Tunicata_GROWTHEXP;Thalia democratica;Salp;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137279;8;2.39E-05;0.00299;Deibel, 1982;doi:10.1594/PANGAEA.834310;5.74E-07;8.00E-06
Tunicata_GROWTHEXP;Thalia democratica;Salp;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137279;8;7.17E-05;0.00896;Deibel, 1982;doi:10.1594/PANGAEA.834310;1.72E-06;8.00E-06
Tunicata_GROWTHEXP;Thalia democratica;Salp;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137279;8;2.99E-05;0.00374;Deibel, 1982;doi:10.1594/PANGAEA.834310;7.18E-07;8.00E-06
Tunicata_GROWTHEXP;Thalia democratica;Salp;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137279;12;0.000102;0.00847;Deibel, 1982;doi:10.1594/PANGAEA.834310;2.45E-06;1.20E-05
Tunicata_GROWTHEXP;Thalia democratica;Salp;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137279;14;7.32E-05;0.00523;Deibel, 1982;doi:10.1594/PANGAEA.834310;1.76E-06;1.40E-05
Tunicata_GROWTHEXP;Thalia democratica;Salp;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137279;16;1.99E-05;0.00125;Deibel, 1982;doi:10.1594/PANGAEA.834310;4.78E-07;1.60E-05
Tunicata_GROWTHEXP;Thalia democratica;Salp;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137279;16;1.59E-05;0.000996;Deibel, 1982;doi:10.1594/PANGAEA.834310;3.82E-07;1.60E-05
Tunicata_GROWTHEXP;Thalia democratica;Salp;http://www.marinespecies.org/aphia.php?p=taxdetails&id=137279;16;1.59E-05;0.000996;Deibel, 1982;doi:10.1594/PANGAEA.834310;3.82E-07;1.60E-05
Uronema_GROWTHEXP;Uronema sp;Ciliate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=494309;0.000224;1.95E-08;0.0872;Hamilton & Preslan, 1970;doi:10.1594/PANGAEA.834399;4.68E-10;2.24E-10
Zooplankton_GROWTHEXP;Actinomonas mirabilis;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=375694;1.65E-05;2.47E-09;0.149;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;5.93E-11;1.65E-11
Zooplankton_GROWTHEXP;Bodo designis;Amoeba (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=146154;1.19E-05;1.14E-09;0.0956;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;2.74E-11;1.19E-11
Zooplankton_GROWTHEXP;Ciliophrys infusionum;Not in model;http://www.marinespecies.org/aphia.php?p=taxdetails&id=375958;4.84E-05;1.30E-09;0.0269;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;3.12E-11;4.84E-11
Zooplankton_GROWTHEXP;Codosiga gracilis;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105634;7.70E-06;2.39E-10;0.0311;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;5.74E-12;7.70E-12
Zooplankton_GROWTHEXP;Diaphanoeca grandis;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105571;8.80E-06;1.06E-09;0.12;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;2.54E-11;8.80E-12
Zooplankton_GROWTHEXP;Jakoba libera;Not in model;http://www.marinespecies.org/aphia.php?p=taxdetails&id=118052;1.65E-05;3.55E-10;0.0215;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;8.52E-12;1.65E-11
Zooplankton_GROWTHEXP;Monosiga sp.;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105535;4.40E-06;4.47E-10;0.102;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;1.07E-11;4.40E-12
Zooplankton_GROWTHEXP;Ochromonas sp.;Amoeba (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=249725;4.40E-05;5.00E-09;0.114;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;1.20E-10;4.40E-11
Zooplankton_GROWTHEXP;Ochromonas sp.;Amoeba (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=249725;1.10E-05;8.35E-10;0.0759;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;2.00E-11;1.10E-11
Zooplankton_GROWTHEXP;Paraphysomonas imperforata;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=341603;4.66E-05;5.85E-09;0.126;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;1.40E-10;4.66E-11
Zooplankton_GROWTHEXP;Paraphysomonas vestita;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=341605;4.18E-05;5.75E-09;0.138;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;1.38E-10;4.18E-11
Zooplankton_GROWTHEXP;Pleuromonas jaculans;Not in model;http://www.marinespecies.org/aphia.php?p=taxdetails&id=146160;1.10E-05;1.05E-09;0.0956;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;2.52E-11;1.10E-11
Zooplankton_GROWTHEXP;Pseudobodo tremulans;Not in model;http://www.marinespecies.org/aphia.php?p=taxdetails&id=104015;1.98E-05;1.78E-09;0.0896;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;4.27E-11;1.98E-11
Zooplankton_GROWTHEXP;Pseudobodo sp.;Not in model;http://www.marinespecies.org/aphia.php?p=taxdetails&id=103990;7.37E-06;8.48E-10;0.115;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;2.04E-11;7.37E-12
Zooplankton_GROWTHEXP;Spumella sp.;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=428524;1.44E-05;6.83E-10;0.0475;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;1.64E-11;1.44E-11
Zooplankton_GROWTHEXP;Stephanoeca diplocostata;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105623;4.40E-06;2.55E-10;0.058;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;6.12E-12;4.40E-12
Zooplankton_GROWTHEXP;Stephanoeca diplocostata;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105623;1.83E-05;3.82E-10;0.0209;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;9.17E-12;1.83E-11
Zooplankton_GROWTHEXP;Amphidinium crassum;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=109726;0.00041;9.83E-09;0.024;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;2.36E-10;4.10E-10
Zooplankton_GROWTHEXP;Gymnodinium sp.;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=109475;0.000117;5.58E-09;0.0477;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;1.34E-10;1.17E-10
Zooplankton_GROWTHEXP;Gyrodinium dominans;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=109851;0.00135;2.70E-08;0.02;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;6.48E-10;1.35E-09
Zooplankton_GROWTHEXP;Gyrodinium spirale;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=109876;0.00196;4.32E-08;0.022;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;1.04E-09;1.96E-09
Zooplankton_GROWTHEXP;Gyrodinium sp.;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=109476;3.25E-05;1.56E-09;0.048;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;3.74E-11;3.25E-11
Zooplankton_GROWTHEXP;Pblea rotunda;Needs a vowel!;http://www.marinespecies.org/aphia.php?p=taxdetails&id=110155;0.000797;1.38E-08;0.0173;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;3.31E-10;7.97E-10
Zooplankton_GROWTHEXP;Oxyrrhis marina;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=109902;0.000819;1.42E-08;0.0173;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;3.41E-10;8.19E-10
Zooplankton_GROWTHEXP;Protoperidinium crassipes;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=110214;0.0265;2.28E-07;0.00861;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;5.47E-09;2.65E-08
Zooplankton_GROWTHEXP;Protoperidinium divergens;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=110219;0.0155;1.95E-07;0.0126;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;4.68E-09;1.55E-08
Zooplankton_GROWTHEXP;Protoperidinium hirobis;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=233269;0.000546;1.63E-08;0.0299;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;3.91E-10;5.46E-10
Zooplankton_GROWTHEXP;Protoperidinium pellucidum;Flagellate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=110245;0.00329;4.61E-08;0.014;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;1.11E-09;3.29E-09
Zooplankton_GROWTHEXP;Eutintinnus pectinis;Ciliate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=417214;0.0021;1.13E-07;0.0536;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;2.71E-09;2.10E-09
Zooplankton_GROWTHEXP;Favella ehrenbergii;Ciliate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=235761;0.0294;5.10E-07;0.0173;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;1.22E-08;2.94E-08
Zooplankton_GROWTHEXP;Favella ehrenbergii;Ciliate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=235761;0.0134;4.55E-07;0.034;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;1.09E-08;1.34E-08
Zooplankton_GROWTHEXP;Helicostomella subulata;Ciliate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=240437;0.00294;5.83E-08;0.0198;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;1.40E-09;2.94E-09
Zooplankton_GROWTHEXP;Lohmaniella spiralis;CIliate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=101210;0.021;1.26E-06;0.0599;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;3.02E-08;2.10E-08
Zooplankton_GROWTHEXP;Pseudobalanion planctonicum;Ciliate;NA;0.000202;8.86E-09;0.0439;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;2.13E-10;2.02E-10
Zooplankton_GROWTHEXP;Strobilidium cf. spiralis;Ciliate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=101236;0.00371;1.33E-07;0.0359;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;3.19E-09;3.71E-09
Zooplankton_GROWTHEXP;Strobilidium reticulata;Ciliate;NA;0.0056;2.75E-07;0.049;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;6.60E-09;5.60E-09
Zooplankton_GROWTHEXP;Strombidium sulcatum;Ciliate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=101335;0.00091;6.53E-08;0.0717;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;1.57E-09;9.10E-10
Zooplankton_GROWTHEXP;Tintinnopsis cf. acuminata;Ciliate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=163915;0.000994;4.28E-08;0.043;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;1.03E-09;9.94E-10
Zooplankton_GROWTHEXP;Tintinnopsis cf. acuminata;Ciliate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=163915;0.00113;4.25E-08;0.0375;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;1.02E-09;1.13E-09
Zooplankton_GROWTHEXP;Tintinnopsis dadayi;Ciliate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=417147;0.0158;5.48E-07;0.0347;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;1.32E-08;1.58E-08
Zooplankton_GROWTHEXP;Tintinnopsis vasculus;Ciliate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=163920;0.00966;4.83E-07;0.05;Hansen et al., 1997;doi:10.1594/PANGAEA.834422;1.16E-08;9.66E-09
